id,start_time,end_time,length,removed_from_corpus,changed,new_name,new_start,new_end,Explanation,r1,a1,r2,a2,speaker_1,speaker_1_gender,speaker_1_role,speaker_2,speaker_2_gender,speaker_2_role,mean_score,Text,Dash
156_Alito_Crouse_KahlervKansas,2596.4,2600.64,4.24,,,,,,,33,64,96,70,Alito,m,j,Crouse,m,a,64.5, No. ,FALSE
6_Roberts_Hinkel_MitchellvWisconsin,89.16,93.4,4.24,,,,,,,75,11,95,39,Roberts,m,j,Hinkel,m,a,85, Yeah. ,FALSE
249_Kavanaugh_Unikowsky_WAvCoug,2351.04,2355.28,4.24,,,,,,,78,23,5,34,Kavanaugh,m,j,Unikowsky,m,a,41.5, Suppose it is a possession tax. ,FALSE
246_Breyer_Roberts_MitchellvWisconsin,3661.68,3665.92,4.24,1,,,,,formal turn change,,,,,,,,,,,, Okay. ,FALSE
143_Adams_Gorsuch_WAvCoug,1400.72,1405,4.28,,,,,,,2,21,10,56,Adams,f,a,Gorsuch,m,j,6, Okay. ,FALSE
53_Hinkel_Breyer_MitchellvWisconsin,858.08,862.36,4.28,,,,,,,16,27,13,39,Hinkel,m,a,Breyer,m,j,14.5, That seems like a much clearer case of probable cause. ,FALSE
143_Gorsuch_Adams_WAvCoug,1400.72,1405,4.28,,1,143_Adams_Gorsuch_WAvCoug,,,name change,,,,,,,,,,,, Okay. ,FALSE
215_Jurss_Roberts_MitchellvWisconsin,3101.72,3106,4.28,1,,,,,inaudible first spaker,,,,,,,,,,,, Right. ,FALSE
27_Schrup_Kagan_KahlervKansas,580.08,584.36,4.28,,1,,,,no turn change,,,,,,,,,,,, Yes? ,FALSE
62_Gorsuch_Schrup_KahlervKansas,1266.72,1271,4.28,,,,,,,,,,,,,,,,,, Okay. ,FALSE
239_Breyer_Unikowsky_WAvCoug,2249,2253.32,4.32,,,,,,,60,22,30,52,Breyer,m,j,Unikowsky,m,a,45, Yes. ,FALSE
91_Crouse_Sotomayor_KahlervKansas,1760.56,1764.88,4.32,,,,,,,61,10,64,69,Crouse,m,a,Sotomayor,f,j,62.5, Yeah. ,FALSE
114_Adams_Breyer_WAvCoug,1113.08,1117.4,4.32,,,,,,,75,12,21,43,Adams,f,a,Breyer,m,j,48, Right. ,FALSE
128_Elias_Roberts_VAvGolden,2646.48,2650.8,4.32,,,,,,,80,11,66,38,Elias,f,a,Roberts,m,j,73," Well, I don't think you can fairly read the district court's lengthy decision and say that it didn't look on a district-by-district basis. ",FALSE
188_Prelogar_Kagan_KahlervKansas,3018.68,3023,4.32,1,,,,,inaudible first spaker,,,,,,,,,,,, -- criminal culpability. ,FALSE
82_Roberts_Schrup_KahlervKansas,1514.64,1518.96,4.32,1,,,,,turn is breath,,,,,,,,,,,, Briefly. ,FALSE
220_Kagan_Kagan_MitchellvWisconsin,3309.72,3314.08,4.36,1,,,,,Audience laughing,,,,,,,,,,,, The Fourth Amendment often applies against people who violate the law. ,FALSE
37_Purcell_Kagan_WAvCoug,271.64,276,4.36,1,,,,,no turn change,,,,,,,,,,,, Okay. ,FALSE
108_Heytens_Breyer_VAvGolden,2346.76,2351.16,4.4,,,,,,,0,3,34,72,Heytens,f,a,Breyer,m,j,17, Yes. ,FALSE
73_Schrup_Kavanaugh_KahlervKansas,1487.56,1491.96,4.4,,,,,,,17,64,26,70,Schrup,f,a,Kavanaugh,m,j,21.5," Well, Leland also recognized the right-and-wrong principle was the majority test in the majority of jurisdictions. And that holds true today because 48 jurisdictions have retained this baseline principle. ",FALSE
117_Breyer_Hinkel_MitchellvWisconsin,1521.84,1526.24,4.4,,,,,,,39,20,0,54,Breyer,m,j,Hinkel,m,a,19.5, Yeah. ,FALSE
52_Ratner_Alito_VAvGolden,1351.16,1355.56,4.4,,,,,,,70,11,67,47,Ratner,m,a,Alito,m,j,68.5, That's correct. ,FALSE
244_Roberts_Hinkel_MitchellvWisconsin,3650.68,3655.08,4.4,,,,,,,71,33,32,57,Roberts,m,j,Hinkel,m,a,51.5, Sure. ,FALSE
165_Jurss_Roberts_MitchellvWisconsin,2356.6,2361,4.4,1,,,,,no turn change,,,,,,,,,,,, Right. ,FALSE
21_Purcell_Sotomayor_WAvCoug,194.56,198.96,4.4,1,,,,,no turn change,,,,,,,,,,,, Right. ,FALSE
193_Jurss_Kavanaugh_MitchellvWisconsin,2764,2768.44,4.44,,,,,,,0,5,17,11,Jurss,f,a,Kavanaugh,m,j,8.5," Yes, you're correct. ",FALSE
121_Breyer_Adams_WAvCoug,1188.08,1192.52,4.44,,,,,,,58,42,10,54,Breyer,m,j,Adams,f,a,34, How much is the tax? ,FALSE
241_Breyer_Unikowsky_WAvCoug,2258.24,2262.68,4.44,,,,,,,82,26,99,56,Breyer,m,j,Unikowsky,m,a,90.5, All right. ,FALSE
140_Kavanaugh_Elias_VAvGolden,2863.72,2868.16,4.44,,,,,,,,,,,,,,,,,, Right. ,FALSE
41_Purcell_Kagan_WAvCoug,285.16,289.6,4.44,1,,,,,inaudible first spaker,,,,,,,,,,,, Uh-huh. ,FALSE
224_Unikowsky_Breyer_WAvCoug,2155.28,2159.76,4.48,,,,,,,70,49,3,52,Unikowsky,m,a,Breyer,m,j,36.5, Yes. ,FALSE
192_Kavanaugh_Jurss_MitchellvWisconsin,2762,2766.48,4.48,,,,,,,93,21,100,35,Kavanaugh,m,j,Jurss,f,a,96.5, I assume most of these cases or at least many are cases where there's been an accident? ,FALSE
24_Clement_Kagan_VAvGolden,481.52,486,4.48,,,,,,,100,73,50,75,Clement,f,a,Kagan,f,j,75, Sure. ,FALSE
11_Purcell_Sotomayor_WAvCoug,92.84,97.32,4.48,1,,,,,no turn change,,,,,,,,,,,, Right. ,FALSE
13_Purcell_Sotomayor_WAvCoug,97.32,101.8,4.48,1,,,,,no turn change,,,,,,,,,,,, Right. ,FALSE
149_Elias_Kagan_VAvGolden,3226.44,3230.92,4.48,1,,,,,no turn change,,,,,,,,,,,, Right. ,FALSE
154_Jurss_Gorsuch_MitchellvWisconsin,2163.12,2167.6,4.48,1,,,,,no turn change,,,,,,,,,,,, Uh-huh. ,FALSE
197_Unikowsky_Breyer_WAvCoug,2073.76,2078.28,4.52,,,,,,,2,21,24,71,Unikowsky,m,a,Breyer,m,j,13, We are not claiming exemption from sales taxes. ,FALSE
248_Unikowsky_Kavanaugh_WAvCoug,2349.04,2353.56,4.52,,,,,,,31,5,28,16,Unikowsky,m,a,Kavanaugh,m,j,29.5," Well,
I don't think this is a possession tax, Your Honor. ",FALSE
156_Adams_Roberts_WAvCoug,1583.64,1588.16,4.52,1,,,,,no turn change,,,,,,,,,,,," I -- I don't think so. There's -- I think there's a distinction between -- if you think that -- that the -- the tribe wouldn't be subject to a uniform tax if it taxed the very thing that they were trying to preserve,
which was the ability to use the public highways,
then that would just -- it would just mean that you couldn't charge them a fee to use the highway or something like that, not that you couldn't tax the goods that are in the truck. ",FALSE
210_Breyer_Unikowsky_WAvCoug,2128.44,2133,4.56,,,,,,,12,36,7,66,Breyer,m,j,Unikowsky,m,a,9.5, You know the statute better than I. ,FALSE
109_Breyer_Adams_WAvCoug,1100.28,1104.84,4.56,,,,,,,32,20,100,59,Breyer,m,j,Adams,f,a,66," Including the tribe. And then, if you were going to say they can do that, I really do find it difficult to distinguish this issue. ",FALSE
107_Kagan_Heytens_VAvGolden,2344.76,2349.32,4.56,,,,,,,50,3,66,36,Kagan,f,j,Heytens,f,a,58," -- and other states, like Virginia, that have not. ",FALSE
59_Hinkel_Breyer_MitchellvWisconsin,876.56,881.12,4.56,,,,,,,50,48,50,66,Hinkel,m,a,Breyer,m,j,50, Correct. ,FALSE
210_Schrup_Alito_KahlervKansas,3527.96,3532.52,4.56,1,,,,,no turn change,,,,,,,,,,,, -- reverse the case. ,FALSE
79_Schrup_Alito_KahlervKansas,1497.68,1502.24,4.56,1,,,,,mic issue ,,,,,,,,,,,, Yes. ,FALSE
125_Breyer_Adams_WAvCoug,1199.4,1204,4.6,1,,,,,inaudible second speaker,,,,,,,,,,,, You don't know? ,FALSE
154_Alito_Crouse_KahlervKansas,2591.8,2596.4,4.6,,,,,,,,,,,,,,,,,," I mean, you're saying all states had a separate insanity defense in 1791? ",FALSE
293_Unikowsky_Kavanaugh_WAvCoug,3131.12,3135.76,4.64,,,,,,,20,49,50,67,Unikowsky,m,a,Kavanaugh,m,j,35," So,
again,
we have a broader argument and a narrower argument. ",FALSE
162_Alito_Crouse_KahlervKansas,2647.76,2652.4,4.64,,,,,,,50,62,95,70,Alito,m,j,Crouse,m,a,72.5," So if the mens rea element traditionally incorporated a requirement of moral capability -- of moral culpability, that would apply across the board, would it not? Not just to cases where the person says this is -- I -- I had this lack of capacity due to mental illness, but I have it due to political brainwashing or religious fanaticism or any other reason? ",FALSE
69_Breyer_Sotomayor_MitchellvWisconsin,914.68,919.36,4.68,,,,,,,50,22,26,54,Breyer,m,j,Sotomayor,f,j,38, Hmm. ,FALSE
101_Breyer_Adams_WAvCoug,1068.88,1073.56,4.68,,,,,,,68,16,100,73,Breyer,m,j,Adams,f,a,84, Can they do that? ,FALSE
77_Ratner_Sotomayor_VAvGolden,1850.36,1855.08,4.72,,,,,,,24,14,38,51,Ratner,m,a,Sotomayor,f,j,31, I understand that. ,FALSE
126_Jurss_Kagan_MitchellvWisconsin,1744.92,1749.64,4.72,,,,,,,26,2,50,20,Jurss,f,a,Kagan,f,j,38, Uh-huh. ,FALSE
272_Unikowsky_Alito_WAvCoug,2711.24,2715.96,4.72,,,,,,,28,23,32,24,Unikowsky,m,a,Alito,m,j,30, That would not be preempted. ,FALSE
144_Jurss_Sotomayor_MitchellvWisconsin,1968.08,1972.8,4.72,,,,,,,80,34,66,59,Jurss,f,a,Sotomayor,f,j,73, Right. ,FALSE
128_Jurss_Kagan_MitchellvWisconsin,1752.44,1757.16,4.72,1,,,,,no turn change,,,,,,,,,,,, Uh-huh. ,FALSE
138_Kavanaugh_Gorsuch_WAvCoug,1361.52,1366.24,4.72,1,,,,,no turn change,,,,,,,,,,,, It doesn't say that. ,FALSE
192_Unikowsky_Breyer_WAvCoug,2015.68,2020.44,4.76,,,,,,,31,27,0,73,Unikowsky,m,a,Breyer,m,j,15.5," Yes, that is our argument, Your Honor. ",FALSE
205_Roberts_Prelogar_KahlervKansas,3360.96,3365.72,4.76,,,,,,,,,,,,,,,,,, Yes. ,FALSE
234_Roberts_Schrup_KahlervKansas,3692.04,3696.8,4.76,1,,,,,no turn change,,,,,,,,,,,, You may. ,FALSE
35_Purcell_Kagan_WAvCoug,258.32,263.08,4.76,1,,,,,inaudible first spaker,,,,,,,,,,,, Okay. ,FALSE
55_Schrup_Kagan_KahlervKansas,1170.4,1175.2,4.8,,,,,,,29,31,33,45,Schrup,f,a,Kagan,f,j,31, -- of criminal culpability. ,FALSE
312_Sotomayor_Purcell_WAvCoug,3434.28,3439.08,4.8,,,,,,,33,1,82,26,Sotomayor,f,j,Purcell,m,a,57.5, They don't have a treaty with everybody. ,FALSE
113_Breyer_Hinkel_MitchellvWisconsin,1513.08,1517.88,4.8,,,,,,,63,20,62,57,Breyer,m,j,Hinkel,m,a,62.5," Well, let me go back for a second if I can. I was conceding to you there are dozens of good legal arguments. ",FALSE
84_Gorsuch_Purcell_WAvCoug,922.4,927.2,4.8,,,,,,,70,11,50,18,Gorsuch,m,j,Purcell,m,a,60, -- reading of a statutory term. ,FALSE
37_Breyer_Clement_VAvGolden,790.28,795.08,4.8,,1,,,794.08,Remove second turn change,71,36,84,63,Breyer,m,j,Clement,f,a,77.5, That is a concern anyway that I have. ,FALSE
142_Jurss_Sotomayor_MitchellvWisconsin,1950.68,1955.48,4.8,,,,,,,100,59,87,76,Jurss,f,a,Sotomayor,f,j,93.5, Uh-huh. ,FALSE
119_Roberts_Hinkel_MitchellvWisconsin,1552.56,1557.36,4.8,1,,,,,formal turn change,,,,,,,,,,,," Thank you, counsel. ",FALSE
169_Roberts_Breyer_KahlervKansas,2738.76,2743.56,4.8,1,,,,,unclear audio,,,,,,,,,,,, Finish your question. ,FALSE
108_Adams_Breyer_WAvCoug,1095.8,1100.64,4.84,,,,,,,10,18,30,37,Adams,f,a,Breyer,m,j,20, Right. ,FALSE
35_Hinkel_Breyer_MitchellvWisconsin,752.24,757.12,4.88,,,,,,,41,65,100,72,Hinkel,m,a,Breyer,m,j,70.5, I would agree with that. ,FALSE
74_Kavanaugh_Schrup_KahlervKansas,1489.56,1494.44,4.88,,,,,,,80,10,73,53,Kavanaugh,m,j,Schrup,f,a,76.5, Are -- are all 48 constitutional? ,FALSE
39_Hinkel_Breyer_MitchellvWisconsin,790.64,795.52,4.88,1,,,,,inaudible first spaker,,,,,,,,,,,, Uh-huh. ,FALSE
73_Ratner_Roberts_VAvGolden,1770.44,1775.36,4.92,,,,,,,0,38,64,66,Ratner,m,a,Roberts,m,j,32, So -- so a couple things. ,FALSE
203_Jurss_Sotomayor_MitchellvWisconsin,2917.48,2922.4,4.92,,,,,,,78,14,45,71,Jurss,f,a,Sotomayor,f,j,61.5, Uh-huh. ,FALSE
204_Breyer_Unikowsky_WAvCoug,2090.84,2095.76,4.92,,,,,,,,,,,,,,,,,, Okay. ,FALSE
9_Purcell_Sotomayor_WAvCoug,67.48,72.44,4.96,,,,,,,81,66,68,71,Purcell,m,a,Sotomayor,f,j,74.5, -- but not -- certainly not under the treaty. ,FALSE
189_Jurss_Kavanaugh_MitchellvWisconsin,2688.36,2693.36,5,,,,,,,19,24,41,60,Jurss,f,a,Kavanaugh,m,j,30, Sure. ,FALSE
133_Kagan_Jurss_MitchellvWisconsin,1796.48,1801.48,5,,,,,,,100,32,64,35,Kagan,f,j,Jurss,f,a,82, How is it consent? ,FALSE
83_Ratner_Roberts_VAvGolden,1928.12,1933.16,5.04,1,,,,,formal turn change,,,,,,,,,,,," -- at page 34, that's where the court relegates the House's expert on traditional districting criteria. ",FALSE
106_Heytens_Kagan_VAvGolden,2330.04,2335.12,5.08,,,,,,,27,60,25,12,Heytens,f,a,Kagan,f,j,26, North Carolina. ,FALSE
43_Schrup_Alito_KahlervKansas,936.48,941.56,5.08,,,,,,,32,45,30,70,Schrup,f,a,Alito,m,j,31, -- the same for every defendant. ,FALSE
223_Roberts_Jurss_MitchellvWisconsin,3369.08,3374.16,5.08,,,,,,,57,19,100,38,Roberts,m,j,Jurss,f,a,78.5, Finish your sentence. ,FALSE
179_Jurss_Sotomayor_MitchellvWisconsin,2540.76,2545.84,5.08,,,,,,,88,11,100,12,Jurss,f,a,Sotomayor,f,j,94, Uh-huh. ,FALSE
111_Breyer_Heytens_VAvGolden,2352.16,2357.24,5.08,,,,,,,,,,,,,,,,,," And I now have one, okay, thank you. ",FALSE
135_Sotomayor_Adams_WAvCoug,1355.8,1360.88,5.08,,1,135_Adams_Kavanaugh_WAvCoug,,,name change,,,,,,,,,,,, You just said it: without taxes imposed. ,FALSE
90_Roberts_Hinkel_MitchellvWisconsin,1235.16,1240.24,5.08,1,,,,,second speaker cough,,,,,,,,,,,, But does that mean it's okay? ,FALSE
237_Hinkel_Breyer_MitchellvWisconsin,3622.28,3627.4,5.12,,,,,,,20,34,16,66,Hinkel,m,a,Breyer,m,j,18, I disagree. ,FALSE
262_Unikowsky_Breyer_WAvCoug,2525.12,2530.24,5.12,,,,,,,68,0,40,1,Unikowsky,m,a,Breyer,m,j,54, -- it's a different one. ,FALSE
92_Sotomayor_Crouse_KahlervKansas,1767.12,1772.24,5.12,,,,,,,78,9,58,53,Sotomayor,f,j,Crouse,m,a,68, But it's not part of the mens rea test. ,FALSE
76_Sotomayor_Hinkel_MitchellvWisconsin,1065.48,1070.64,5.16,,,,,,,66,65,39,75,Sotomayor,f,j,Hinkel,m,a,52.5, That would be the first hypothetical. ,FALSE
25_Hinkel_Breyer_MitchellvWisconsin,692.44,697.64,5.2,,,,,,,45,15,50,19,Hinkel,m,a,Breyer,m,j,47.5," Yes, I would certainly hope so. ",FALSE
3_Purcell_Sotomayor_WAvCoug,39.68,44.92,5.24,,,,,,,31,0,24,23,Purcell,m,a,Sotomayor,f,j,27.5," I'm sorry,
Your Honor. ",FALSE
51_Schrup_Kavanaugh_KahlervKansas,1118.32,1123.56,5.24,,,,,,,42,62,78,70,Schrup,f,a,Kavanaugh,m,j,60, -- evidentiary mechanisms. ,FALSE
97_Roberts_Adams_WAvCoug,995.32,1000.56,5.24,1,,,,,MIPTC,,,,,,,,,,,, I did that once too. Ms. O'Connell. ,FALSE
91_Purcell_Gorsuch_WAvCoug,940.44,945.72,5.28,,,,,,,15,5,37,19,Purcell,m,a,Gorsuch,m,j,26, -- the textual reasons and practical. ,FALSE
86_Gorsuch_Purcell_WAvCoug,927.2,932.48,5.28,,,,,,,47,71,100,76,Gorsuch,m,j,Purcell,m,a,73.5," What -- what -- what do you think about that,
though? ",FALSE
207_Jurss_Ginsburg_MitchellvWisconsin,2996.56,3001.88,5.32,,,,,,,50,49,68,60,Jurss,f,a,Ginsburg,f,j,59, -- precise type of intrusion. ,FALSE
308_Kavanaugh_Unikowsky_WAvCoug,3406.12,3411.48,5.36,,,,,,,56,21,74,42,Kavanaugh,m,j,Unikowsky,m,a,65," To state the obvious, the value, current value of the land the tribe gave up is enormous, right? ",FALSE
212_Breyer_Unikowsky_WAvCoug,2133,2138.36,5.36,,,,,,,62,14,50,15,Breyer,m,j,Unikowsky,m,a,56," What's the answer, yes or no? ",FALSE
157_Crouse_Alito_KahlervKansas,2602.12,2607.48,5.36,,,,,,,,,,,,,,,,,, -- they have separate defenses. ,FALSE
87_Purcell_Gorsuch_WAvCoug,932.72,938.12,5.4,,,,,,,0,23,20,63,Purcell,m,a,Gorsuch,m,j,10, I think you had good reasons for deviating from the normal meaning in Tulee that do not apply here. ,FALSE
185_Alito_Unikowsky_WAvCoug,1901.28,1906.68,5.4,,,,,,,100,5,100,56,Alito,m,j,Unikowsky,m,a,100, Why would that be preempted? ,FALSE
231_Alito_Alito_KahlervKansas,3670.28,3675.68,5.4,1,,,,,Audience laughing,,,,,,,,,,,, -- Mr. Chief Justice? (Laughter.) ,FALSE
134_Adams_Sotomayor_WAvCoug,1352.36,1357.8,5.44,,,,,,,0,26,25,53,Adams,f,a,Sotomayor,f,j,12.5," No, I think one -- one thing that is really -- really important about this right to travel provision, the right to use the public highways, is that the -- the tribe was receiving an assurance from Governor Stevens that if they gave up the rest of the land in exchange for the reservation, they would still be able to leave the reservation, they would still be able to travel throughout the area, and that they would be able to do so without discrimination against them, without taxes imposed or without rules imposed that were unique to Indians. ",FALSE
296_Kavanaugh_Unikowsky_WAvCoug,3136.4,3141.84,5.44,,,,,,,77,11,30,58,Kavanaugh,m,j,Unikowsky,m,a,53.5, -- between the ceded area and the other areas. ,FALSE
173_Roberts_Prelogar_KahlervKansas,2745.04,2750.48,5.44,1,,,,,unclear audio,,,,,,,,,,,, Ms. Prelogar. ,FALSE
87_Hinkel_Roberts_MitchellvWisconsin,1218.84,1224.32,5.48,,,,,,,0,43,37,71,Hinkel,m,a,Roberts,m,j,18.5," I mean, certainly, the lapse of time. ",FALSE
251_Kavanaugh_Unikowsky_WAvCoug,2355.28,2360.76,5.48,,,,,,,72,27,50,36,Kavanaugh,m,j,Unikowsky,m,a,61, An off-reservation possession tax? ,FALSE
159_Crouse_Alito_KahlervKansas,2607.48,2612.96,5.48,,,,,,,82,8,89,69,Crouse,m,a,Alito,m,j,85.5, They have. ,FALSE
86_Roberts_Hinkel_MitchellvWisconsin,1214.72,1220.24,5.52,,,,,,,72,22,95,50,Roberts,m,j,Hinkel,m,a,83.5, What's on the other side? ,FALSE
275_Alito_Unikowsky_WAvCoug,2719.32,2724.88,5.56,,,,,,,33,2,99,58,Alito,m,j,Unikowsky,m,a,66, Why -- why would it not be? ,FALSE
72_Kagan_Purcell_WAvCoug,818.6,824.16,5.56,,,,,,,50,34,44,71,Kagan,f,j,Purcell,m,a,47," Do you -- do you contest -- I mean,
if you said what is Cougar Den doing,
how would you describe what Cougar Den is doing,
what its activity is? Because the way I would describe Cougar Den's activity is that it's bringing goods from market. ",FALSE
224_Jurss_Roberts_MitchellvWisconsin,3374.64,3380.2,5.56,1,,,,,formal turn change,,,,,,,,,,,, Thank you -- of how that consent will be demonstrated and the expectations that person will be held to. Thank you. ,FALSE
89_Hinkel_Roberts_MitchellvWisconsin,1231.6,1237.16,5.56,1,,,,,second speaker laugh,,,,,,,,,,,," I -- I'm willing -- I -- I -- I will allow that -- again, that those -- those hypotheticals look a lot more like consent than what happened here. ",FALSE
73_Purcell_Kagan_WAvCoug,822.16,827.76,5.6,,,,,,,18,55,42,67,Purcell,m,a,Kagan,f,j,30," Well,
two things about that,
Your Honor. ",FALSE
5_Schrup_Roberts_KahlervKansas,229.48,235.08,5.6,,,,,,,,,,,,,,,,,," Yes, that's right, Your Honor. ",FALSE
138_Kavanaugh_Elias_VAvGolden,2854.36,2860,5.64,,,,,,,0,40,0,41,Kavanaugh,m,j,Elias,f,a,0, So I'll take that as a yes? ,FALSE
50_Sotomayor_Purcell_WAvCoug,490.64,496.28,5.64,,,,,,,32,1,79,73,Sotomayor,f,j,Purcell,m,a,55.5," Well, that's the public interest. ",FALSE
206_Prelogar_Roberts_KahlervKansas,3375.88,3381.52,5.64,,,,,,,,,,,,,,,,,," There would still be a question, Justice Sotomayor, of how you define who is the insane. ",FALSE
205_Unikowsky_Breyer_WAvCoug,2114.88,2120.56,5.68,,,,,,,0,52,1,60,Unikowsky,m,a,Breyer,m,j,0.5," Our argument is that if you buy fuel and the state imposes a sales tax,
as Your Honor referred to,
then the acquisition of a good -- it could be fuel,
it could be apples,
it could be anything -- that could be taxed. ",FALSE
115_Alito_Heytens_VAvGolden,2394.56,2400.24,5.68,,,,,,,13,15,80,33,Alito,m,j,Heytens,f,a,46.5, Why not? That's not injury in fact? ,FALSE
123_Roberts_Heytens_VAvGolden,2547.44,2553.12,5.68,,,,,,,32,38,0,72,Roberts,m,j,Heytens,f,a,16, Sure. ,FALSE
158_Kavanaugh_Elias_VAvGolden,3263.56,3269.28,5.72,,,,,,,67,24,10,37,Kavanaugh,m,j,Elias,f,a,38.5, And it's precleared by the U.S. Justice Department. ,FALSE
160_Alito_Crouse_KahlervKansas,2619.52,2625.24,5.72,,,,,,,91,9,70,62,Alito,m,j,Crouse,m,a,80.5, Does mens rea for murder or for any other criminal defense vary from case to case? Is it not the same in every case regardless of whether the person claims to be mentally ill or not? ,FALSE
131_Gorsuch_Crouse_KahlervKansas,2388.96,2394.72,5.76,,,,,,,32,46,83,64,Gorsuch,m,j,Crouse,m,a,57.5," Is that the -- the nub of the argument, then? ",FALSE
150_Jurss_Ginsburg_MitchellvWisconsin,2094.88,2100.64,5.76,,,,,,,94,3,100,54,Jurss,f,a,Ginsburg,f,j,97, Uh-huh. ,FALSE
165_Elias_Roberts_VAvGolden,3476.48,3482.24,5.76,1,,,,,formal turn change,,,,,,,,,,,, Correct. ,FALSE
160_Kavanaugh_Elias_VAvGolden,3313.24,3319.04,5.8,,,,,,,37,20,11,22,Kavanaugh,m,j,Elias,f,a,24," Well, DOJ precleared it, though. ",FALSE
163_Jurss_Roberts_MitchellvWisconsin,2350.8,2356.6,5.8,,,,,,,,,,,,,,,,,, And this was the second case from the Wisconsin Supreme Court where that happened. ,FALSE
195_Breyer_Breyer_WAvCoug,2061.08,2066.88,5.8,1,,,,,Audience laughing,,,,,,,,,,,, Good. ,FALSE
222_Unikowsky_Breyer_WAvCoug,2149.44,2155.28,5.84,,,,,,,0,0,5,68,Unikowsky,m,a,Breyer,m,j,2.5, That is the taxable entry into the state. ,FALSE
61_Purcell_Gorsuch_WAvCoug,591.88,597.72,5.84,,,,,,,25,26,20,49,Purcell,m,a,Gorsuch,m,j,22.5," For a number of reasons,
Your Honor. ",FALSE
